               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 485,            0.013397,           0.0051204,           0.0034578,             0.99394,                   1,               0.995,             0.84436,           0.0084009,           0.0037188,           0.0016315,           0.0004168,           0.0004168,           0.0004168
                 486,            0.016225,           0.0073023,           0.0048868,             0.99394,                   1,               0.995,             0.84436,           0.0084009,           0.0037188,           0.0016315,            0.000397,            0.000397,            0.000397
                 487,            0.018505,           0.0084631,           0.0056052,             0.99397,                   1,               0.995,             0.85512,           0.0084469,           0.0037326,           0.0016329,           0.0003772,           0.0003772,           0.0003772
                 488,            0.016382,           0.0077457,           0.0063476,             0.99397,                   1,               0.995,             0.85512,           0.0084469,           0.0037326,           0.0016329,           0.0003574,           0.0003574,           0.0003574
                 489,            0.017922,           0.0096979,           0.0067223,             0.99412,                   1,               0.995,             0.86396,           0.0084155,           0.0037274,           0.0016284,           0.0003376,           0.0003376,           0.0003376
                 490,            0.016795,           0.0099026,           0.0045396,             0.99412,                   1,               0.995,             0.86396,           0.0084155,           0.0037274,           0.0016284,           0.0003178,           0.0003178,           0.0003178
                 491,             0.01478,           0.0063631,           0.0031923,             0.99412,                   1,               0.995,              0.8472,           0.0082353,           0.0037176,           0.0016252,            0.000298,            0.000298,            0.000298
                 492,            0.014869,           0.0081239,           0.0025542,             0.99412,                   1,               0.995,              0.8472,           0.0082353,           0.0037176,           0.0016252,           0.0002782,           0.0002782,           0.0002782
                 493,            0.012787,           0.0051651,           0.0036027,             0.99404,                   1,               0.995,             0.85554,           0.0081839,            0.003719,           0.0016229,           0.0002584,           0.0002584,           0.0002584
                 494,            0.014604,           0.0061021,            0.017929,             0.99404,                   1,               0.995,             0.85554,           0.0081839,            0.003719,           0.0016229,           0.0002386,           0.0002386,           0.0002386
                 495,            0.015141,           0.0060619,           0.0024799,             0.99398,                   1,               0.995,             0.85181,           0.0082132,           0.0037326,            0.001615,           0.0002188,           0.0002188,           0.0002188
                 496,            0.021049,           0.0078574,           0.0051309,             0.99398,                   1,               0.995,             0.85181,           0.0082132,           0.0037326,            0.001615,            0.000199,            0.000199,            0.000199
                 497,             0.01859,            0.008477,           0.0088608,             0.99409,                   1,               0.995,             0.84533,           0.0081365,           0.0037285,           0.0016153,           0.0001792,           0.0001792,           0.0001792
                 498,            0.012934,           0.0068623,           0.0030785,             0.99409,                   1,               0.995,             0.84533,           0.0081365,           0.0037285,           0.0016153,           0.0001594,           0.0001594,           0.0001594
                 499,            0.016522,            0.010681,           0.0043751,             0.99399,                   1,               0.995,             0.84811,           0.0081225,           0.0037206,           0.0016178,           0.0001396,           0.0001396,           0.0001396
